altura_fin_derecha,altura_fin_izquierda,altura_inicio_derecha,altura_inicio_izquierda,categoria,departamento_id,departamento_nombre,fuente,id,localidad_censal_id,localidad_censal_nombre,nombre,provincia_id,provincia_nombre
3699,3700,0,0,AV,2077,Comuna 11,INDEC,207701001460,2000010,Ciudad Autónoma de Buenos Aires,AV JOSE FAGNANO,2,Ciudad Autónoma de Buenos Aires
3698,3699,3100,3101,CALLE,14014,Capital,INDEC,1401401025790,14014010,Córdoba,HERNANDO MAGALLANES,14,Córdoba
2099,2100,1701,1702,AV,2077,Comuna 11,INDEC,207701001770,2000010,Ciudad Autónoma de Buenos Aires,AV TTE GRL DONATO ALVAREZ,2,Ciudad Autónoma de Buenos Aires
2399,2400,2301,2302,CALLE,2077,Comuna 11,INDEC,207701001990,2000010,Ciudad Autónoma de Buenos Aires,BASILIO CITTADINI,2,Ciudad Autónoma de Buenos Aires
2699,2700,2301,2302,CALLE,2077,Comuna 11,INDEC,207701002170,2000010,Ciudad Autónoma de Buenos Aires,BERNARDO DE LEON,2,Ciudad Autónoma de Buenos Aires
2799,2800,2701,2702,CALLE,2077,Comuna 11,INDEC,207701004535,2000010,Ciudad Autónoma de Buenos Aires,DR ALEJANDRO POSADAS,2,Ciudad Autónoma de Buenos Aires
3749,3750,3301,3302,CALLE,2077,Comuna 11,INDEC,207701005660,2000010,Ciudad Autónoma de Buenos Aires,FRANCO,2,Ciudad Autónoma de Buenos Aires
2799,2800,2701,2702,CALLE,2077,Comuna 11,INDEC,207701005710,2000010,Ciudad Autónoma de Buenos Aires,GABINO EZEIZA,2,Ciudad Autónoma de Buenos Aires
3199,3200,3101,3102,CALLE,2077,Comuna 11,INDEC,207701005815,2000010,Ciudad Autónoma de Buenos Aires,GAZETA DE BUENOS AIRES,2,Ciudad Autónoma de Buenos Aires
2599,2600,2501,2502,CALLE,2077,Comuna 11,INDEC,207701006440,2000010,Ciudad Autónoma de Buenos Aires,INDIO,2,Ciudad Autónoma de Buenos Aires
2299,2300,2201,2202,CALLE,2077,Comuna 11,INDEC,207701006445,2000010,Ciudad Autónoma de Buenos Aires,IGR AGUSTIN GONZALEZ,2,Ciudad Autónoma de Buenos Aires
2999,3000,2601,2602,CALLE,2077,Comuna 11,INDEC,207701006740,2000010,Ciudad Autónoma de Buenos Aires,JOSE INGENIEROS,2,Ciudad Autónoma de Buenos Aires
2299,2300,2101,2102,CALLE,2077,Comuna 11,INDEC,207701007105,2000010,Ciudad Autónoma de Buenos Aires,LA CALANDRIA,2,Ciudad Autónoma de Buenos Aires
2499,2500,2401,2402,CALLE,2077,Comuna 11,INDEC,207701007775,2000010,Ciudad Autónoma de Buenos Aires,MAGDALENA,2,Ciudad Autónoma de Buenos Aires
1999,2000,1901,1902,CALLE,2077,Comuna 11,INDEC,207701007855,2000010,Ciudad Autónoma de Buenos Aires,MANUEL DE SAN GINES,2,Ciudad Autónoma de Buenos Aires
5299,5300,5201,5202,CALLE,2077,Comuna 11,INDEC,207701008145,2000010,Ciudad Autónoma de Buenos Aires,MATEO J MARTINEZ,2,Ciudad Autónoma de Buenos Aires
2799,2800,2701,2702,CALLE,2077,Comuna 11,INDEC,207701008285,2000010,Ciudad Autónoma de Buenos Aires,MIGUEL COUTO,2,Ciudad Autónoma de Buenos Aires
2799,2800,2701,2702,CALLE,2077,Comuna 11,INDEC,207701010170,2000010,Ciudad Autónoma de Buenos Aires,RUSIA,2,Ciudad Autónoma de Buenos Aires
2699,2700,2601,2602,CALLE,2077,Comuna 11,INDEC,207701010545,2000010,Ciudad Autónoma de Buenos Aires,SIERRA GRANDE,2,Ciudad Autónoma de Buenos Aires
2499,2500,2401,2402,CALLE,2077,Comuna 11,INDEC,207701011355,2000010,Ciudad Autónoma de Buenos Aires,VILLA JUNCAL,2,Ciudad Autónoma de Buenos Aires
2799,2800,2701,2702,CALLE,2084,Comuna 12,INDEC,208401000765,2000010,Ciudad Autónoma de Buenos Aires,ARGELIA,2,Ciudad Autónoma de Buenos Aires
1368,1369,1200,1201,CALLE,14014,Capital,INDEC,1401401025850,14014010,Córdoba,HIPOLITO MONTAGNE,14,Córdoba
2199,2200,1801,1802,CALLE,2084,Comuna 12,INDEC,208401001810,2000010,Ciudad Autónoma de Buenos Aires,AVALOS,2,Ciudad Autónoma de Buenos Aires
2899,2900,2801,2802,CALLE,2084,Comuna 12,INDEC,208401003475,2000010,Ciudad Autónoma de Buenos Aires,CARLOS MOLINA ARROTEA,2,Ciudad Autónoma de Buenos Aires
3799,3800,3701,3702,CALLE,2084,Comuna 12,INDEC,208401004625,2000010,Ciudad Autónoma de Buenos Aires,DR HONORIO LEGUIZAMON,2,Ciudad Autónoma de Buenos Aires
3599,3600,0,0,CALLE,2084,Comuna 12,INDEC,208401004445,2000010,Ciudad Autónoma de Buenos Aires,DIAZ COLODRERO,2,Ciudad Autónoma de Buenos Aires
0,0,0,0,CALLE,2084,Comuna 12,INDEC,208401005090,2000010,Ciudad Autónoma de Buenos Aires,ELSA OCONNOR,2,Ciudad Autónoma de Buenos Aires
5699,5700,5301,5302,CALLE,2084,Comuna 12,INDEC,208401005105,2000010,Ciudad Autónoma de Buenos Aires,EMILIO CIVIT,2,Ciudad Autónoma de Buenos Aires
1899,1900,1801,1802,CALLE,2084,Comuna 12,INDEC,208401005760,2000010,Ciudad Autónoma de Buenos Aires,GAMARRA,2,Ciudad Autónoma de Buenos Aires
5599,5600,5401,5402,CALLE,2084,Comuna 12,INDEC,208401006525,2000010,Ciudad Autónoma de Buenos Aires,ISLANDIA,2,Ciudad Autónoma de Buenos Aires
0,0,0,0,CALLE,2084,Comuna 12,INDEC,208401006220,2000010,Ciudad Autónoma de Buenos Aires,GUSTAVO REARTE,2,Ciudad Autónoma de Buenos Aires
5099,5100,4701,4702,CALLE,2084,Comuna 12,INDEC,208401006605,2000010,Ciudad Autónoma de Buenos Aires,JOAQUIN CASTELLANOS,2,Ciudad Autónoma de Buenos Aires
